cefr_a,cefr_b,level_distance,level_dist_weight,threshold_used,needs_screening,source_a,source_b,text_a,text_b,similarity,score,avg_word_len_delta,ttr_delta,num_words_delta
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Add salt and pepper.,"Add flour, salt, baking powder, vanilla, and nuts.",0.6776,0.6776,0.75,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Set an alarm for 2:30 pm,The alarm will ring in a second .,0.6766,0.6766,0.571,0.0,2.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Definitely read this book!,Do you want to read this book ?,0.6766,0.6766,2.214,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm for 7am,How much time before my alarm goes off?,0.6758,0.6758,0.208,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,show my alarms for tomorrow,When is the next alarm set for?,0.6756,0.6756,1.171,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 7 am tomorrow,When is the next alarm set for?,0.6754,0.6754,0.771,0.0,2.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Long died on January 15 , 2017 , at the age of 63 .",She died after a long illness on 6 April 2014 at the age of 85 .,0.674,0.674,0.042,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel the alarm for 4:30am,How much time before my alarm goes off?,0.6735,0.6735,0.375,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 10pm tonight,When is the next alarm set for?,0.6728,0.6728,0.571,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He has many works .,He is a man whose career has been long and successful .,0.6726,0.6726,0.409,0.0,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","Juuso died on 23 August 2014 , aged 68 .",0.6724,0.6724,1.0,0.0,0.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,show my alarms for tomorrow,cancel all alarms this week while I'm on vacation,0.6724,0.6724,0.044,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Are you going home now ?,I said I was going home .,0.6718,0.6718,0.6,0.167,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 3 May 2015 , aged 84 , after a long illness .","He died on 12 July 2019 , four days before his 85th birthday .",0.6706,0.6706,0.556,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Preheat oven to 350 degrees F (175 degrees C).,Bake at 375°F (190°C) for about 45 minutes.,0.6697,0.6697,0.857,0.143,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .",Hovey died on 6 January 2015 at the age of 82 .,0.6693,0.6693,0.3,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Does he have a wife ?,"He is married to since 1990 , has four children .",0.6692,0.6692,1.125,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 10pm tonight,Set my alarm to let me know when the game ends.,0.6677,0.6677,0.727,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .","Elders died after a long illness on 3 May 2015 , aged 84 .",0.6675,0.6675,0.2,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 2:30 pm,When is the next alarm set for?,0.6675,0.6675,0.429,0.0,2.0
A1,A2,1,1.0,0.6,"very_short_text,similar_complexity",UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show me my alarm,Set my alarm to let me know when the game ends.,0.6657,0.6657,0.023,0.0,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The DVD was released on October 10 , 2006 .","The movie was released on October 15 , 2010 .",0.6655,0.6655,0.333,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"He died in 2005 at the age of 87 in New York City , after suffering from cancer .",0.6634,0.6634,1.042,0.067,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set the alarm for 8 pm central time.,Set my alarm to let me know when the game ends.,0.6624,0.6624,0.584,0.0,4.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Slice 2 bananas.,Cover all bananas with filling.,0.6621,0.6621,0.8,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 15 minutes for my meditation,set alarm every 15 minutes for one hour,0.6617,0.6617,0.089,0.125,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,How long before my alarm goes off?,set alarm for 8:45am tomorrow,0.6616,0.6616,0.893,0.0,3.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set the alarm for 8 pm central time.,How much time before my alarm goes off?,0.6614,0.6614,0.018,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes,i need to set my alarm for tomorrow at 7 am,0.6614,0.6614,1.8,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 on 23 July , 2014 .","She died after a short illness on 15 May 2015 , aged 86 .",0.6608,0.6608,0.578,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Barack Obama was a great president .,Obama is a person whose power is respected .,0.6604,0.6604,0.458,0.125,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Cancel alarm for 10 pm tonight.,i need to set my alarm for tomorrow at 7 am,0.6603,0.6603,1.4,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Set off alarm in 5 minutes,The alarm will ring in a second .,0.6602,0.6602,0.429,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel the alarm for 4:30am,i need to set my alarm for tomorrow at 7 am,0.6602,0.6602,1.05,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Add an alarm on Saturday at  11 am,What time is my alarm set for tomorrow?,0.6597,0.6597,0.446,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 10pm tonight,set alarm every 15 minutes for one hour,0.6591,0.6591,0.286,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","Juuso died after a long illness on 23 August 2014 , aged 69 .",0.6586,0.6586,1.022,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for 7 am tomorrow,What time is my alarm set for tomorrow?,0.6583,0.6583,0.925,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Cancel my alarm(s) for Saturday,i need to set my alarm for tomorrow at 7 am,0.6582,0.6582,0.967,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for every 5 minutes,i need to set my alarm for tomorrow at 7 am,0.6567,0.6567,1.4,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Set the alarm for 8 pm central time.,The alarm will ring in a second .,0.6565,0.6565,0.286,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set the alarm for 8 pm central time.,When is the next alarm set for?,0.6559,0.6559,0.429,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel the alarm for 4:30am,What time is my alarm set for tomorrow?,0.6544,0.6544,0.375,0.0,4.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for 4pm,How much time before my alarm goes off?,0.654,0.654,0.792,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6am tomorrow,When is the next alarm set for?,0.6538,0.6538,0.771,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6pm today,When is the next alarm set for?,0.6537,0.6537,0.171,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 26 September 2017 in Paris at the age of 91 .,He died 23 December 2018 at the age of 86 after a brief illness .,0.6534,0.6534,0.418,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","She died after a short illness on 15 May 2015 , aged 86 .",0.6528,0.6528,0.578,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Cancel alarm for 10 pm tonight.,What time is my alarm set for tomorrow?,0.6522,0.6522,0.725,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"She died on 12 February 2019 , at the age of 79 .","Skirton died on 11 or 12 May 2019 , at the age of 80 .",0.652,0.652,0.264,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set an alarm for 6pm,How much time before my alarm goes off?,0.6518,0.6518,0.625,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 8 pm tonight,Set my alarm to let me know when the game ends.,0.6511,0.6511,0.727,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,snooze alarm for 15 minutes,How much time before my alarm goes off?,0.6511,0.6511,1.375,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/readme_en,Is that your bike ?,That's a very sweet bike!,0.6508,0.6508,0.5,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"She died on 12 February 2019 , at the age of 79 .","He died on 12 July 2019 , four days before his 85th birthday .",0.6507,0.6507,0.736,0.0,1.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,How long before my alarm goes off?,Set an alarm for tomorrow at 2am,0.6504,0.6504,0.024,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes,set alarm for 8:45am tomorrow,0.6503,0.6503,0.25,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 26 September 2017 in Paris at the age of 91 .,"He died on 12 July 2019 , four days before his 85th birthday .",0.6503,0.6503,0.711,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,show my alarms for tomorrow,Set my alarm to let me know when the game ends.,0.6499,0.6499,1.327,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 8 pm tonight,set alarm every 15 minutes for one hour,0.6499,0.6499,0.286,0.0,2.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 8 pm tonight,How much time before my alarm goes off?,0.6499,0.6499,0.125,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Show me my alarm,The alarm will ring in a second .,0.6495,0.6495,0.321,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Do you know what you 're doing this weekend ?,Do you have weekend plans ?,0.6485,0.6485,0.422,0.111,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Delpire died in Paris on 26 September 2017 in Paris at the age of 91 .,He died in Paris .,0.6479,0.6479,0.583,0.167,8.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,I forgot to bring my umbrella .,It will rain tonight so you should take an umbrella .,0.6477,0.6477,0.2,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,She turned 100 in September 2017 and died on 19 January 2018 .,0.6469,0.6469,1.875,0.0,0.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Turn on all alarms,cancel all alarms this week while I'm on vacation,0.6453,0.6453,0.806,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,How long before my alarm goes off?,i need to set my alarm for tomorrow at 7 am,0.6451,0.6451,0.657,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm for 7am,When is the next alarm set for?,0.645,0.645,0.238,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for every 5 minutes,set alarm for 8:45am tomorrow,0.6448,0.6448,0.15,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Add salt and pepper to taste.,"Add flour, salt, baking powder, vanilla, and nuts.",0.6448,0.6448,0.917,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes,How much time before my alarm goes off?,0.6446,0.6446,1.125,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 7 am tomorrow,How much time before my alarm goes off?,0.6444,0.6444,0.325,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set an alarm for 6pm,When is the next alarm set for?,0.6436,0.6436,0.179,0.0,3.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 10pm tonight,How much time before my alarm goes off?,0.6414,0.6414,0.125,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 9am every Friday,When is the next alarm set for?,0.6412,0.6412,0.971,0.0,2.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm for 7am,set alarm every 15 minutes for one hour,0.641,0.641,0.619,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"You're very good to me, Mr Selim. You're my teacher.' 'I like teaching you. You're a son to me,' Selim says. One day, Ali sees Mrs Yildiz again, but he walks away quickly. He does not want to see her. 'Ali, Ali! Why are you running away?' she asks. Ali stops. 'I'm not very clever,' he says. 'Did Yusuf tell you?' He tells her about that day in Yusuf 's office at the
newspaper. 'I'm sorry now,' he says. 
'What are you talking about?' Mrs Yildiz says. 'Don't you know? One of your photos is in the newspaper today!' 'My photo? In the newspaper? Which photo?' 'There are two children on a bridge. They're catching a big fish.''Oh, Mrs Yildiz, I'm very happy,' Ali says, and he laughs happily. 'Can I carry your bags for you now?' 'No, thank you. Go home now,' she says. Ali runs to Selim's shop. 'My photo's in the newspaper!' he tells him. 'Yes, here it is,' Selim says, and he shows Ali the newspaper. 'I don't understand! How. . . ? Who. . . ?' Selim is smiling. 'It was you! You showed my photo to Yusuf !' Selim smiles again. 
Then he says, 'But you can't stop learning.' 'Yes, you're  right,' Ali says.  'Tomorrow is a very important day for you.' Ali doesn't understand. 'Tomorrow? Why is tomorrow important?' 'The newspaper has a job for a young person,' Selim tells him. 'That person is going to learn about photography.'
","Faisal was a rich young man of Baghdad. He lived in a large house with many servants. But he didn't have a wife. He wasn't interested in love.
One day Faisal went for a walk in the streets of the city. He saw a lot of young girls in front of him. He didn't want to meet them, so he turned into a small street. He looked up and saw a beautiful young girl at a window. From that minute, Faisal was in love.
Then a man on a horse came into the street. He had many servants with him. He stopped outside the girl's house and went inside.
'Is that her father?' Faisal thought.
He went home, but he couldn't eat or sleep. He thought about the girl. Who was she? He had to know.
An old woman worked in Faisal's house. She asked, 'What's wrong with you, sir? Are you ill?'
'No,' answered Faisal.' But I'm in love.' He told the old woman about the girl at the window.
'I know that girl,' said the old woman.' She's the daughter of a judge. Her father is a very important man.'
'How can I meet her?' asked Faisal.
'Listen,' said the old woman. 'I know the people in the girl's house. I'll speak to the girl about you. She'll listen to me.'
The old woman went to the house and spoke to the girl about Faisal. The girl listened. She was very interested.
'I would like to meet this young man,' she said. 

",0.6398,0.6398,0.194,0.051,14.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 3 May 2015 , aged 84 , after a long illness .",She died after long illness on 6 April 2014 .,0.6394,0.6394,0.73,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,There will be very angry people .,There will be war .,0.6394,0.6394,0.833,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,I like your sister .,You look like your sister .,0.6391,0.6391,0.45,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Long died on January 15 , 2017 , at the age of 63 .",Large died on 3 November 2018 from a heart attack at the age of 75 .,0.6384,0.6384,0.375,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set an alarm for 6pm,set alarm every 15 minutes for one hour,0.6381,0.6381,1.036,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for every 5 minutes,How much time before my alarm goes off?,0.638,0.638,0.725,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"She died on 12 February 2019 , at the age of 79 .",He died 23 December 2018 at the age of 86 after a brief illness .,0.6376,0.6376,0.443,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6pm today,How much time before my alarm goes off?,0.6372,0.6372,0.275,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,They broke right away.,Many things were broken .,0.6371,0.6371,0.5,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"Ryman died on February 8 , 2019 in New York City at the age of 88 .",0.637,0.637,0.875,0.0,4.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Stop the alarm.,The alarm will ring in a second .,0.6368,0.6368,0.429,0.0,4.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show me my alarm,Set an alarm for tomorrow at 2am,0.636,0.636,0.583,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Add an alarm on Saturday at  11 am,set alarm every 15 minutes for one hour,0.6355,0.6355,0.857,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes for 15 minutes,set alarm for 8:45am tomorrow,0.6355,0.6355,0.25,0.167,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Do you have a car ?,Is that your car ?,0.6354,0.6354,0.65,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 4 August 2018 .,"Peoples died on 4 August 2018 , aged 70 .",0.6345,0.6345,1.1,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"Peoples died on 4 August 2018 , aged 70 .",0.6344,0.6344,1.975,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,It's practically brand new.,"If it was new , I 'd buy it .",0.634,0.634,3.625,0.125,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes,Set an alarm for tomorrow at 2am,0.634,0.634,1.167,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The DVD was released on October 10 , 2006 .","The film was released on September 20 , 2002 .",0.6339,0.6339,0.5,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,"Sounds great, you're looking at a beautiful home here.",I would like to pick a time to look at houses with you .,0.633,0.633,1.658,0.077,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .","Ryman died on February 8 , 2019 in New York City at the age of 88 .",0.6326,0.6326,0.3,0.0,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Ryman died on February 8 , 2019 , at the age of 88 .","He died on 12 July 2019 , four days before his 85th birthday .",0.6324,0.6324,0.486,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Winters died on 23 April 2019 , at the age of 80 .",He died 23 December 2018 at the age of 86 after a brief illness .,0.6321,0.6321,0.318,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Cancel alarm for 10 pm tonight.,Set my alarm to let me know when the game ends.,0.632,0.632,1.327,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for 7 am tomorrow,How much time before my alarm goes off?,0.6317,0.6317,0.925,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for 4pm,What time is my alarm set for tomorrow?,0.6303,0.6303,0.792,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for every 5 minutes,Set an alarm for tomorrow at 2am,0.6301,0.6301,0.767,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Wass died on 4 January 2017 in London at the age of 93 .,"Beutel died on 8 May 2019 , at the age of 72 .",0.6301,0.6301,0.375,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Pazos died on 24 May 2019 , at the age of 89 .",He died 23 December 2018 at the age of 86 after a brief illness .,0.6296,0.6296,0.818,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 3 May 2015 , aged 84 , after a long illness .","Puar died after a short illness on 1 January 2015 , aged 83 .",0.6293,0.6293,0.778,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 on 23 July , 2014 .","He died in 2005 at the age of 87 in New York City , after suffering from cancer .",0.6292,0.6292,0.467,0.067,10.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 6 October 1837 in Paris .,He died in Paris .,0.6284,0.6284,0.417,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Turn off all of my alarms today.,Set an alarm for tomorrow at 2am,0.6282,0.6282,0.262,0.0,1.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set an alarm for 6pm,Set my alarm to let me know when the game ends.,0.6279,0.6279,0.023,0.0,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 on 23 July , 2014 .",She died after long illness on 6 April 2014 .,0.6277,0.6277,1.086,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .","Puar died after a short illness on 1 January 2015 , aged 83 .",0.6272,0.6272,0.533,0.0,4.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show me my alarm,set alarm for 8:45am tomorrow,0.6272,0.6272,1.5,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .",She died after long illness on 6 April 2014 .,0.6269,0.6269,0.486,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 9am every Friday,cancel all alarms this week while I'm on vacation,0.6265,0.6265,0.156,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .",She died after long illness on 6 April 2014 .,0.6256,0.6256,1.086,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Beat egg in a small bowl.,"To do a reading, crack the egg over a glass of water.",0.6255,0.6255,0.167,0.083,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .","Peoples died on 4 August 2018 , aged 70 .",0.6252,0.6252,0.8,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes for 15 minutes,i need to set my alarm for tomorrow at 7 am,0.6244,0.6244,1.8,0.167,4.0
